     2603	2025-01-21 15:00:07	1	0	1	0
     1001	2025-01-21 15:00:16	1	0	1	0
     2611	2025-01-21 15:00:20	1	0	1	0
     2609	2025-01-21 15:00:24	1	0	1	0
     2602	2025-01-21 15:00:27	1	0	1	0
      536	2025-01-21 15:00:31	1	0	1	0
      536	2025-01-21 15:00:34	1	0	1	0
      263	2025-01-21 15:00:50	1	0	1	0
      263	2025-01-21 15:00:53	1	0	1	0
     2600	2025-01-21 15:01:06	1	0	0	0
      634	2025-01-21 15:01:12	1	0	1	0
      634	2025-01-21 15:01:18	1	0	1	0
     2608	2025-01-21 15:33:17	1	0	1	0
     2621	2025-01-21 16:00:02	1	1	1	0
     2612	2025-01-21 16:00:06	1	1	1	0
      512	2025-01-21 16:00:11	1	1	1	0
     2606	2025-01-21 16:00:17	1	1	1	0
      210	2025-01-21 16:00:23	1	1	1	0
      210	2025-01-21 16:00:26	1	1	1	0
     2616	2025-01-21 16:00:31	1	1	1	0
     1024	2025-01-21 16:00:36	1	1	1	0
     2620	2025-01-21 16:00:43	1	1	1	0
     1005	2025-01-21 16:00:59	1	1	1	0
      210	2025-01-21 16:01:02	1	1	1	0
      849	2025-01-21 16:01:10	1	1	1	0
      895	2025-01-21 16:01:14	1	1	1	0
      632	2025-01-21 16:01:55	1	1	1	0
      632	2025-01-21 16:01:57	1	1	1	0
      850	2025-01-21 16:02:16	1	1	0	0
     2601	2025-01-21 16:32:47	1	0	1	0
     1815	2025-01-21 17:30:08	1	0	1	0
     2603	2025-01-22 07:20:55	1	0	1	0
     1001	2025-01-22 07:22:27	1	0	1	0
      263	2025-01-22 07:22:52	1	0	1	0
      263	2025-01-22 07:22:54	1	0	1	0
      536	2025-01-22 07:23:54	1	0	1	0
      536	2025-01-22 07:23:55	1	0	1	0
     2602	2025-01-22 07:30:57	1	0	1	0
     2605	2025-01-22 07:34:29	1	0	1	0
     2605	2025-01-22 07:34:30	1	0	1	0
     2600	2025-01-22 07:42:22	1	0	0	0
     2611	2025-01-22 07:50:33	1	0	1	0
     2611	2025-01-22 07:50:37	1	0	1	0
      634	2025-01-22 07:56:34	1	0	1	0
      634	2025-01-22 07:56:38	1	0	1	0
     2609	2025-01-22 08:19:20	1	0	1	0
      512	2025-01-22 08:20:27	1	0	1	0
     2608	2025-01-22 08:25:56	1	0	1	0
     2606	2025-01-22 08:31:59	1	0	1	0
     1005	2025-01-22 08:39:04	1	0	1	0
     1024	2025-01-22 08:39:09	1	0	1	0
     2621	2025-01-22 08:43:35	1	0	1	0
     2621	2025-01-22 08:43:39	1	0	1	0
      632	2025-01-22 08:48:49	1	0	1	0
      632	2025-01-22 08:48:50	1	0	1	0
     2612	2025-01-22 08:49:23	1	0	1	0
      895	2025-01-22 08:52:48	1	0	1	0
     2620	2025-01-22 08:56:17	1	0	1	0
     1815	2025-01-22 09:02:34	1	0	1	0
     2601	2025-01-22 09:15:28	1	0	1	0
     2616	2025-01-22 09:19:30	1	0	1	0
      849	2025-01-22 09:23:59	1	0	1	0
     2603	2025-01-22 15:00:05	1	0	1	0
     2605	2025-01-22 15:00:09	1	0	1	0
     2609	2025-01-22 15:00:13	1	0	1	0
     2611	2025-01-22 15:00:20	1	0	1	0
      634	2025-01-22 15:00:24	1	0	1	0
      634	2025-01-22 15:00:27	1	0	1	0
      536	2025-01-22 15:00:35	1	0	1	0
      536	2025-01-22 15:00:38	1	0	1	0
      263	2025-01-22 15:01:00	1	0	1	0
      263	2025-01-22 15:01:02	1	0	1	0
     2600	2025-01-22 15:01:29	1	0	0	0
     2602	2025-01-22 15:01:41	1	0	1	0
     1001	2025-01-22 15:02:02	1	0	1	0
     2608	2025-01-22 15:35:22	1	0	1	0
      210	2025-01-22 16:00:07	1	1	1	0
      210	2025-01-22 16:00:10	1	1	1	0
     2606	2025-01-22 16:00:15	1	1	1	0
     2612	2025-01-22 16:00:19	1	1	1	0
     2616	2025-01-22 16:00:22	1	1	1	0
     2621	2025-01-22 16:00:26	1	1	1	0
      512	2025-01-22 16:00:32	1	1	1	0
     2620	2025-01-22 16:00:45	1	0	1	0
     1024	2025-01-22 16:01:12	1	1	1	0
      632	2025-01-22 16:01:31	1	1	1	0
      632	2025-01-22 16:01:33	1	1	1	0
      849	2025-01-22 16:01:37	1	1	1	0
      895	2025-01-22 16:01:44	1	1	1	0
     1005	2025-01-22 16:02:02	1	0	1	0
     1005	2025-01-22 16:02:04	1	0	1	0
      850	2025-01-22 16:02:58	1	0	0	0
     2601	2025-01-22 16:36:00	1	0	1	0
     1815	2025-01-22 17:30:08	1	0	1	0
      536	2025-01-23 07:23:35	1	0	1	0
      536	2025-01-23 07:23:38	1	0	1	0
